Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.14921703,0.04386310,0.17043293,0.14888400,0.07274815,0.92857143,0.22222222,0.20000000,0.41733900,0.47225875,0.55493900,0.52627826,0.43995689,0.43143168,0.46206232,0.48631936,0.44794178,0.47995647,0.23422919,0.40391187,0.34757278,0.37876762,0.42474309,0.28587583,0.42080377,0.57522058,0.43181759,0.36419420,-1,1,-1,-1
0.20550307,0.06163595,0.26492885,0.15758958,0.06687771,0.92857143,0.11111111,0.20000000,0.39637060,0.48283340,0.54299325,0.51368378,0.42141182,0.43324903,0.45147796,0.47946124,0.45541527,0.48237094,0.22983275,0.37505848,0.34391753,0.36095910,0.40731358,0.28313648,0.41145622,0.58074434,0.44227953,0.37072238,-1,1,-1,-1
0.21395955,0.07685817,0.31359904,0.12770894,0.07552913,1.00000000,0.00000000,0.00000000,0.38857990,0.50542445,0.55399507,0.52300777,0.42054379,0.44766471,0.45221210,0.48386905,0.45879830,0.47735423,0.22901427,0.35537652,0.34673603,0.34981766,0.39841184,0.28118744,0.39790853,0.59851534,0.45485314,0.38667714,-1,1,-1,-1
0.21639197,0.07721259,0.25870287,0.15991101,0.08546887,1.00000000,0.00000000,0.00000000,0.37890638,0.48925775,0.52142374,0.48953243,0.40501623,0.44240437,0.42587914,0.48080323,0.47498733,0.50104240,0.22202106,0.33247677,0.34386156,0.32579735,0.38153362,0.27446703,0.38956647,0.60493539,0.45920035,0.37202628,-1,1,-1,-1
0.22744874,0.07250954,0.27235925,0.16807034,0.10289049,1.00000000,0.00000000,0.00000000,0.36229425,0.48753023,0.49065180,0.45881234,0.38653974,0.43397549,0.39055536,0.46702058,0.47382596,0.49634847,0.20757168,0.31157424,0.32753180,0.30171600,0.35819010,0.26921372,0.37377088,0.62310306,0.44875705,0.35887323,-1,1,-1,-1
0.20621523,0.08252604,0.28146223,0.12536837,0.11371689,1.00000000,0.00000000,0.00000000,0.32594448,0.46166532,0.44425808,0.41094107,0.34792717,0.41386845,0.34328676,0.42481329,0.48479884,0.50748697,0.18297771,0.28061938,0.29371142,0.27537110,0.31959997,0.26802112,0.35501276,0.61618508,0.46631125,0.34611737,-1,1,-1,-1
0.17237973,0.04792563,0.22143726,0.12036735,0.09469836,1.00000000,0.00000000,0.00000000,0.31758655,0.45438180,0.41486526,0.37963566,0.33354944,0.40753502,0.31816425,0.41333907,0.49577920,0.52900681,0.16317676,0.24408435,0.26434784,0.24001935,0.28373215,0.25700502,0.35264414,0.62470295,0.46174053,0.33872263,-1,1,-1,-1
0.10488981,0.02880131,0.10505607,0.11696134,0.09908134,0.92857143,0.11111111,0.20000000,0.29293412,0.43430983,0.37854220,0.34116640,0.30508420,0.38913261,0.28092582,0.39439930,0.50991300,0.53926599,0.14319521,0.23488388,0.24352256,0.23217582,0.26469248,0.25199739,0.34471515,0.61094704,0.46825938,0.32425110,-1,1,-1,-1
0.08530168,0.03330605,0.06827268,0.11725525,0.08817676,0.92857143,0.22222222,0.20000000,0.29414756,0.43383842,0.35971557,0.32037942,0.29173909,0.39122015,0.27155575,0.40547565,0.51520623,0.55064027,0.11976017,0.24250070,0.22005495,0.23106090,0.24864924,0.25651659,0.34415291,0.60182359,0.45758646,0.29954283,-1,1,-1,-1
0.10294731,0.04576320,0.16304561,0.07858837,0.06527557,0.92857143,0.22222222,0.40000000,0.26810334,0.39814967,0.31224340,0.27368382,0.25282582,0.36645988,0.23363955,0.37155526,0.49423630,0.54955716,0.09398622,0.23390777,0.19349053,0.21666867,0.22241082,0.25681387,0.33986167,0.60140511,0.45194966,0.28916822,-1,1,-1,-1
0.08390305,0.06884908,0.14713837,0.05290059,0.05647271,0.92857143,0.22222222,0.40000000,0.25130192,0.38259179,0.29246081,0.25045137,0.22976108,0.33948996,0.20275107,0.35433811,0.49153039,0.55934900,0.09041235,0.22543576,0.18241316,0.20880121,0.21574220,0.24695928,0.36171256,0.59214619,0.44448615,0.29112143,-1,1,-1,-1
0.11090988,0.09044288,0.20471750,0.05404149,0.05119373,0.92857143,0.22222222,0.40000000,0.24728790,0.36379620,0.28183948,0.23659758,0.21716417,0.32062038,0.19631147,0.35874676,0.49488147,0.57225288,0.07693888,0.23183585,0.16622586,0.22299151,0.21247827,0.24231080,0.38939708,0.57649455,0.44253843,0.29583997,-1,1,-1,-1
0.14991193,0.09253035,0.27729530,0.05608323,0.05083823,0.92857143,0.22222222,0.20000000,0.27319242,0.39418060,0.30339988,0.25466911,0.24040912,0.33842435,0.21456909,0.40461803,0.50937284,0.60257506,0.09007747,0.23062394,0.17773494,0.23063796,0.22322177,0.24145117,0.41657131,0.56765667,0.43436318,0.30034568,-1,1,-1,-1
0.16153626,0.09225887,0.27974274,0.07655401,0.06161202,0.92857143,0.11111111,0.20000000,0.27285768,0.40946674,0.32469193,0.27784470,0.24598825,0.35027570,0.23293260,0.43057351,0.50436242,0.59880284,0.09820403,0.25428786,0.18540925,0.26531383,0.24778786,0.23786214,0.44246820,0.54398112,0.42811820,0.29933576,-1,1,-1,-1
0.16530713,0.08538941,0.27787644,0.08297151,0.07756884,0.92857143,0.11111111,0.20000000,0.31523907,0.44727578,0.36646592,0.32079549,0.29063246,0.37982749,0.27180481,0.44265862,0.49289554,0.60316861,0.11435511,0.25212727,0.19009526,0.27281173,0.26049686,0.23040157,0.47908850,0.52861658,0.41873164,0.30875480,-1,1,-1,-1
0.16909136,0.06318624,0.26950109,0.11179163,0.09323049,0.92857143,0.22222222,0.20000000,0.32067467,0.43422003,0.36548206,0.32091008,0.30166036,0.36328534,0.26403041,0.42300369,0.48708623,0.59726712,0.11325960,0.24140998,0.18441490,0.26670909,0.25082208,0.23516079,0.50324650,0.51717723,0.41400984,0.31977976,-1,1,-1,-1
0.21640930,0.03901124,0.32629834,0.17038494,0.07985865,0.92857143,0.22222222,0.40000000,0.32513715,0.43853032,0.37492848,0.33046145,0.31344280,0.36047749,0.26836133,0.43827452,0.49415022,0.59086378,0.12312532,0.24840761,0.18798721,0.27202262,0.25964047,0.23734737,0.51305210,0.50509313,0.41587984,0.32519242,-1,1,-1,-1
0.20787251,0.05886587,0.27474095,0.20598564,0.07252373,0.92857143,0.22222222,0.40000000,0.33629802,0.43353625,0.39129176,0.34949251,0.32644064,0.36292045,0.29243811,0.43786721,0.49818279,0.58010707,0.12999020,0.27198299,0.20135927,0.29156970,0.27684865,0.24951211,0.50135125,0.49635163,0.43032577,0.32430726,-1,1,-1,-1
0.28629800,0.12930678,0.39564905,0.25357627,0.07342649,0.92857143,0.22222222,0.40000000,0.35015674,0.46359068,0.40260704,0.36474584,0.34160276,0.38426640,0.30981317,0.44401575,0.48942280,0.57773956,0.15483641,0.27661412,0.23486114,0.28772156,0.29721337,0.25367726,0.50625863,0.47952586,0.43451509,0.31929369,-1,1,-1,-1
0.28709895,0.20981431,0.41689126,0.23010739,0.06050475,0.92857143,0.22222222,0.20000000,0.34981140,0.44973185,0.41166791,0.37993453,0.34492782,0.36986824,0.32228767,0.42317815,0.46659953,0.54634001,0.15591807,0.27427431,0.23737105,0.28519545,0.29801995,0.25119473,0.53871677,0.44289341,0.41806560,0.30772059,-1,1,-1,-1
0.29092849,0.20579432,0.41994250,0.23876513,0.04687066,0.92857143,0.11111111,0.20000000,0.35421695,0.44696926,0.41439518,0.38264935,0.34356475,0.35584647,0.32246751,0.41553995,0.45406269,0.53910776,0.17221402,0.29016307,0.27834195,0.29448998,0.32132120,0.26149787,0.52700247,0.42431236,0.41785621,0.29508732,-1,1,-1,-1
0.36718576,0.29317786,0.52154746,0.30794201,0.03441109,0.92857143,0.11111111,0.20000000,0.32552043,0.42798469,0.39833794,0.36896785,0.31601934,0.33232452,0.30474177,0.41149381,0.42647038,0.50799071,0.19514892,0.31038203,0.32430180,0.31992560,0.35232802,0.27615237,0.50625875,0.42427239,0.41153639,0.29306316,-1,1,-1,-1
0.35251832,0.35178480,0.46914340,0.30246664,0.04594524,0.92857143,0.22222222,0.20000000,0.33489684,0.44985903,0.43545107,0.40852765,0.32803384,0.35276048,0.34221687,0.44802160,0.39736296,0.47259957,0.22281771,0.33103805,0.37497011,0.35139420,0.39453033,0.27139693,0.50448887,0.40873225,0.41268279,0.28860794,-1,1,-1,-1
0.39896593,0.29128448,0.50696079,0.36129835,0.05536105,0.92857143,0.22222222,0.40000000,0.33582518,0.45309877,0.44021897,0.41436589,0.32140096,0.35683534,0.34894785,0.43467417,0.38791936,0.46257061,0.22820391,0.33781314,0.39871909,0.36904622,0.40926482,0.26992819,0.50926888,0.39909683,0.39639093,0.27581102,-1,1,-1,-1
0.34960270,0.19832917,0.40421525,0.37206099,0.06701263,0.92857143,0.22222222,0.40000000,0.32821338,0.45500980,0.42861147,0.40308721,0.31211954,0.35856839,0.33645233,0.42781838,0.37422304,0.44333523,0.22396795,0.34138507,0.39667188,0.38102524,0.40657091,0.27900899,0.50049461,0.38827540,0.38939089,0.26193003,-1,1,-1,-1
0.35747473,0.22188574,0.38093027,0.40832003,0.09210558,0.92857143,0.22222222,0.40000000,0.31730375,0.44697641,0.43034893,0.40538914,0.31130283,0.35929851,0.32411960,0.41207848,0.36641110,0.42821791,0.21153010,0.34806458,0.38986110,0.39928235,0.40496629,0.27772972,0.51272272,0.36941536,0.36747412,0.24600174,-1,1,-1,-1
0.34861244,0.13410934,0.38747635,0.36497202,0.10395855,0.92857143,0.22222222,0.20000000,0.32765046,0.45183578,0.43471303,0.40797201,0.31492260,0.36744747,0.33159873,0.42504760,0.37076030,0.43569986,0.21567135,0.35300903,0.41046223,0.41518201,0.41509005,0.27974462,0.49820419,0.36073773,0.37293121,0.24064934,-1,1,-1,-1
0.32762662,0.12410949,0.35747232,0.34565417,0.13225333,0.92857143,0.11111111,0.20000000,0.32898225,0.44329947,0.42113693,0.39483033,0.31154188,0.36215964,0.32530127,0.40089906,0.37644364,0.43477361,0.21951755,0.34972715,0.41114922,0.42691394,0.41573238,0.28625815,0.49325753,0.37286917,0.38027781,0.25241755,-1,1,-1,-1
0.33999743,0.14936676,0.43796336,0.30958240,0.14466361,0.92857143,0.11111111,0.20000000,0.36126571,0.46321341,0.44386198,0.41519763,0.34066953,0.38651015,0.34896942,0.41837059,0.40813577,0.46401661,0.21891539,0.34713788,0.40420617,0.43481320,0.41696619,0.27749113,0.50864048,0.36229424,0.38043097,0.25221770,-1,1,-1,-1
0.33493122,0.16242694,0.50350776,0.23691859,0.13914596,0.92857143,0.22222222,0.20000000,0.36162420,0.48189379,0.45404477,0.42312612,0.34389291,0.40120447,0.35283157,0.41425146,0.44029831,0.51242759,0.21882750,0.36091272,0.39898855,0.46209355,0.42459214,0.28746406,0.51106283,0.35920544,0.37992009,0.24220242,-1,1,-1,-1
0.27453288,0.17585087,0.42491971,0.17869656,0.13924148,0.92857143,0.22222222,0.40000000,0.38591871,0.52188545,0.47502578,0.44021129,0.37274985,0.43071510,0.36211782,0.44034466,0.47399507,0.54600538,0.22642192,0.38013438,0.40674124,0.50415454,0.44540252,0.28963775,0.51633482,0.33189615,0.39839830,0.23891138,-1,1,-1,-1
0.33191583,0.24778641,0.50128691,0.23876705,0.11937921,0.92857143,0.22222222,0.40000000,0.43035433,0.58716230,0.53404678,0.49762416,0.42253429,0.47655062,0.40531380,0.46931324,0.50482135,0.58147239,0.25513383,0.40588575,0.45019687,0.54556128,0.49036134,0.28701929,0.53820527,0.32195767,0.40738502,0.26055111,-1,1,-1,-1
0.35269597,0.20605772,0.47720601,0.31231612,0.09679406,0.92857143,0.22222222,0.40000000,0.40954038,0.57817706,0.52073014,0.48497204,0.40072319,0.45747180,0.39628000,0.45236429,0.51149750,0.59507466,0.25751867,0.41561094,0.45068708,0.56250854,0.49884361,0.28903138,0.53473662,0.35455849,0.39898227,0.27346304,-1,1,-1,-1
0.26170941,0.18006053,0.32469469,0.24158361,0.10105651,0.92857143,0.22222222,0.20000000,0.38660660,0.56856350,0.49266409,0.45798616,0.38708478,0.45138455,0.36600563,0.42801152,0.51271441,0.59799866,0.26921945,0.42740366,0.47213085,0.57332424,0.51621677,0.29146057,0.52368436,0.38429504,0.40422370,0.27590191,-1,1,-1,-1
0.25351413,0.18993957,0.29677876,0.25916264,0.09548426,0.92857143,0.11111111,0.20000000,0.37561626,0.57523956,0.49112570,0.45657359,0.38732871,0.46581545,0.35981881,0.42835057,0.51306728,0.60472062,0.25261312,0.41849736,0.45677653,0.55829350,0.49881069,0.28501534,0.51840920,0.38255743,0.40551951,0.26674265,-1,1,-1,-1
0.21951291,0.14847145,0.18374242,0.28402858,0.10155985,1.00000000,0.00000000,0.00000000,0.33570930,0.54128115,0.46836481,0.43270595,0.34932877,0.43480572,0.33128998,0.39488952,0.51206577,0.59736092,0.25067509,0.42564771,0.47668168,0.54114424,0.50007390,0.29253080,0.48708573,0.40448509,0.42633515,0.27039866,-1,1,-1,-1
0.22661589,0.08998206,0.20138989,0.27955112,0.10060171,1.00000000,0.00000000,0.00000000,0.32473465,0.50613774,0.42716081,0.39448033,0.32733131,0.40511969,0.30240750,0.37150496,0.51009664,0.59012112,0.24044141,0.39715075,0.46655692,0.48912258,0.47294957,0.28094700,0.49693649,0.41086961,0.42107182,0.29328956,-1,1,-1,-1
0.22154140,0.11581893,0.24252947,0.21430464,0.10920568,1.00000000,0.00000000,0.00000000,0.31368333,0.46869617,0.41635034,0.38807339,0.31748469,0.38153111,0.30004673,0.35797148,0.47928859,0.56699187,0.25511572,0.38227078,0.49442607,0.45575951,0.47242808,0.28725504,0.49382745,0.43556270,0.41474089,0.31364260,-1,1,-1,-1
0.22288655,0.11554377,0.30716593,0.13556261,0.11872560,1.00000000,0.00000000,0.00000000,0.29160075,0.41260505,0.40453644,0.37786567,0.29490724,0.35038352,0.29920883,0.33757626,0.45930118,0.53511318,0.26721446,0.35510132,0.50785989,0.41096824,0.46129639,0.28876082,0.48419837,0.44930697,0.42555738,0.32690416,-1,1,-1,-1
0.28900197,0.12451061,0.45597848,0.11976122,0.08253096,0.92857143,0.11111111,0.20000000,0.33140924,0.42609933,0.44200277,0.41419914,0.32671966,0.37478155,0.33985479,0.36459412,0.47412218,0.54062977,0.29868662,0.33978434,0.54623541,0.38320358,0.47159809,0.29681583,0.48351483,0.44271607,0.45199989,0.35120300,-1,1,-1,-1
0.32579643,0.11795336,0.52993047,0.12402325,0.05710363,0.92857143,0.22222222,0.20000000,0.34730585,0.41018514,0.44187888,0.41554143,0.33064149,0.37124064,0.34898523,0.36760637,0.49152029,0.54960444,0.27512169,0.32995366,0.50720415,0.34783125,0.44762500,0.26234432,0.49735611,0.42287390,0.43973637,0.34874391,-1,1,-1,-1
0.39124229,0.12025679,0.69475908,0.11076338,0.04227479,0.92857143,0.22222222,0.40000000,0.37601798,0.42768734,0.45411306,0.42711753,0.35467815,0.37788113,0.36116935,0.39046377,0.51157677,0.57053588,0.28801567,0.30791301,0.52098306,0.31708684,0.44419801,0.25490212,0.52435590,0.40989896,0.43159998,0.35540748,-1,1,-1,-1
0.38384155,0.14211743,0.65508593,0.12353960,0.04442210,0.92857143,0.22222222,0.40000000,0.40303068,0.46574828,0.46265619,0.43461852,0.38036452,0.40397631,0.37112846,0.42029731,0.53516542,0.60325535,0.29586456,0.29257340,0.51891757,0.29645028,0.43799714,0.25137505,0.54581668,0.38851495,0.43566007,0.36372025,-1,1,-1,-1
0.31997486,0.12065918,0.51164632,0.12160585,0.03097753,0.85714286,0.33333333,0.60000000,0.41427885,0.48162169,0.47925032,0.44608543,0.39423649,0.41343794,0.38114693,0.43180980,0.54641567,0.60770797,0.31841020,0.30663049,0.54547060,0.29872524,0.46033675,0.25762709,0.53329807,0.38181707,0.45394167,0.35648196,-1,1,-1,-1
0.29702315,0.09839044,0.46966008,0.13096814,0.04138742,0.85714286,0.44444444,0.40000000,0.44706294,0.53114275,0.51524366,0.48212958,0.42306987,0.45868982,0.41644996,0.47113390,0.56163535,0.61973177,0.32461274,0.31340974,0.53939546,0.27513814,0.45954005,0.25997434,0.53772395,0.38613890,0.45900212,0.37325648,-1,1,-1,-1
0.29745607,0.14813062,0.46349792,0.16041817,0.04569090,0.85714286,0.33333333,0.60000000,0.45607927,0.54961930,0.51403365,0.48103769,0.42642791,0.46898182,0.42145286,0.50134515,0.55265404,0.62422304,0.30641527,0.32525540,0.50181841,0.26629566,0.44275620,0.26149118,0.53470701,0.37398920,0.44738996,0.34973346,-1,1,-1,-1
0.36797984,0.19384927,0.55246198,0.23160754,0.06108984,0.92857143,0.22222222,0.40000000,0.44855309,0.54153326,0.50201712,0.47102858,0.41657959,0.45960080,0.41289285,0.50482157,0.52586084,0.59901086,0.30820619,0.34057032,0.49892713,0.27341223,0.45193214,0.25793331,0.54401010,0.38642215,0.43502673,0.34673435,-1,1,-1,-1
0.29211901,0.23364480,0.42569904,0.19100254,0.08315430,0.92857143,0.22222222,0.40000000,0.45458319,0.57322426,0.52570564,0.49160821,0.42646594,0.47922492,0.42817976,0.53200624,0.50524633,0.58354526,0.32639630,0.36444269,0.51737726,0.29537861,0.47260620,0.29196831,0.53560499,0.39604148,0.44612222,0.34940948,-1,1,-1,-1
0.36912614,0.28825120,0.58327820,0.19403125,0.07288197,0.92857143,0.22222222,0.20000000,0.43697516,0.53238299,0.51721269,0.48620940,0.41356197,0.45543323,0.41806638,0.53055118,0.47117961,0.53521333,0.31897193,0.39263785,0.49813310,0.31522651,0.48339163,0.28252431,0.53536400,0.38563420,0.42517738,0.32779784,-1,1,-1,-1
0.43854673,0.27850967,0.71685433,0.22881011,0.10158835,0.92857143,0.11111111,0.20000000,0.40558567,0.49917639,0.51113016,0.48602389,0.39382942,0.43721762,0.41051530,0.49482071,0.43852808,0.50705629,0.34882179,0.40785390,0.52519139,0.33853660,0.51744183,0.27831392,0.55076435,0.41146666,0.38585906,0.32985087,-1,1,-1,-1
0.47482897,0.24567890,0.72801062,0.30536385,0.10005306,1.00000000,0.00000000,0.00000000,0.41340736,0.53404526,0.54046275,0.51536467,0.40771112,0.46849364,0.43101831,0.51943248,0.43298084,0.50424357,0.34474114,0.42394857,0.50980187,0.36035314,0.52849280,0.25991667,0.57358154,0.39580895,0.37313855,0.31720588,-1,1,-1,-1
0.55312845,0.27792364,0.73127888,0.47440558,0.11968791,1.00000000,0.00000000,0.00000000,0.38855765,0.50565746,0.52640664,0.49926283,0.38905188,0.43217904,0.41330383,0.49752934,0.42819875,0.50683012,0.36557144,0.44250908,0.52774733,0.40266619,0.56437643,0.24915990,0.58036330,0.37482874,0.37361235,0.29450024,-1,1,-1,-1
0.44479329,0.27024237,0.56791668,0.38568011,0.15106970,1.00000000,0.00000000,0.00000000,0.36607077,0.49944221,0.51178925,0.48676350,0.37177093,0.42530540,0.39411824,0.46797412,0.43253057,0.50033333,0.39300321,0.45011546,0.55693042,0.42974173,0.60046498,0.23283490,0.59349784,0.40873819,0.35618357,0.31681544,-1,1,-1,-1
0.47798176,0.21972616,0.57386311,0.45393754,0.17368659,1.00000000,0.00000000,0.00000000,0.39859155,0.54390228,0.52825429,0.50190957,0.40599022,0.46121472,0.41155889,0.50995582,0.43953305,0.50884966,0.39227923,0.48567009,0.54989089,0.47753689,0.62810535,0.21598871,0.58668069,0.39486557,0.36191820,0.31158683,-1,1,-1,-1
0.48095307,0.25294601,0.50150488,0.54563049,0.20299373,1.00000000,0.00000000,0.00000000,0.40380150,0.56844027,0.53539034,0.51103776,0.41273979,0.47380280,0.41799598,0.51744842,0.43180026,0.50463135,0.41210097,0.48423160,0.56514777,0.48502253,0.64769873,0.19933976,0.59327710,0.40085523,0.35400415,0.31865741,-1,1,-1,-1
0.44031151,0.27258624,0.42644869,0.52858459,0.20495657,1.00000000,0.00000000,0.00000000,0.39965399,0.58814169,0.53198572,0.50685184,0.39925756,0.48946774,0.42380541,0.50614660,0.44219452,0.51779483,0.44212364,0.50237900,0.59649288,0.51552654,0.68481886,0.19800574,0.58211172,0.42661791,0.36736775,0.33996121,-1,1,-1,-1
0.41629957,0.18433262,0.42985257,0.46253021,0.22133652,1.00000000,0.00000000,0.00000000,0.43087613,0.62612479,0.53834181,0.51138966,0.41594927,0.51184509,0.43888563,0.55557934,0.43866589,0.49849450,0.43494543,0.53765943,0.59050291,0.55099055,0.70260929,0.19728283,0.56309419,0.42100189,0.38915542,0.34188202,-1,1,-1,-1
0.28854030,0.07375711,0.32250065,0.30287045,0.20376499,0.92857143,0.11111111,0.20000000,0.43829546,0.64074849,0.52885995,0.50649644,0.42590714,0.52973468,0.43565243,0.56965482,0.41341930,0.47085845,0.45113154,0.56633143,0.61777094,0.57931516,0.73203479,0.21047665,0.54005633,0.45512975,0.38831113,0.36223566,-1,1,-1,-1
0.27315977,0.07080273,0.31143914,0.29303545,0.16879599,0.92857143,0.22222222,0.20000000,0.45064106,0.65248961,0.50829041,0.48778148,0.43420822,0.54655745,0.42325468,0.58588763,0.40727095,0.45358275,0.44161513,0.57923432,0.60584481,0.58963805,0.73250743,0.20866408,0.52768509,0.48655113,0.38148513,0.37327529,-1,1,-1,-1
0.33508806,0.12190150,0.39455474,0.36206305,0.12390203,0.92857143,0.22222222,0.40000000,0.49309733,0.69004836,0.52489103,0.50296768,0.47073418,0.57682154,0.44679211,0.62391744,0.41139139,0.46616327,0.42733380,0.59393998,0.58755574,0.60581608,0.73004680,0.21052689,0.52396480,0.47321562,0.38873749,0.36953848,-1,1,-1,-1
0.26986223,0.16763041,0.34903760,0.27603111,0.09961371,0.92857143,0.22222222,0.40000000,0.48075230,0.68626501,0.53025153,0.50758638,0.46276327,0.57163875,0.45034257,0.60445265,0.42571055,0.48218354,0.41652393,0.58681890,0.57771311,0.59514725,0.71633150,0.21492522,0.53028815,0.47250096,0.37258252,0.35646580,-1,1,-1,-1
0.25321107,0.16675628,0.31673549,0.26915292,0.08294619,0.92857143,0.22222222,0.40000000,0.49443683,0.70207389,0.55083624,0.52466481,0.47242949,0.58233385,0.46694051,0.60625713,0.44743644,0.50910863,0.40897934,0.60767562,0.57520910,0.61841259,0.72479209,0.21845147,0.52774989,0.46053001,0.38023279,0.35536160,-1,1,-1,-1
0.29259057,0.20991636,0.32140123,0.35810067,0.05678728,0.92857143,0.22222222,0.20000000,0.50730680,0.73061745,0.57882013,0.55076326,0.49065058,0.59839869,0.48425865,0.62025826,0.45160000,0.52482206,0.39031524,0.61340336,0.55747246,0.61578320,0.71261844,0.22044246,0.53219964,0.44251756,0.38753419,0.34718455,-1,1,-1,-1
0.28535137,0.24959772,0.29299414,0.35751642,0.06933400,0.92857143,0.11111111,0.20000000,0.48582384,0.70776899,0.57769186,0.54973718,0.48086973,0.58245352,0.46920643,0.59344841,0.44437234,0.52376558,0.38519603,0.59005823,0.54376292,0.60149009,0.69543925,0.21530181,0.53887622,0.42944073,0.38754398,0.33628661,-1,1,-1,-1
0.32630307,0.20221904,0.34422347,0.39945889,0.06138828,0.92857143,0.11111111,0.20000000,0.47835404,0.69592651,0.56977148,0.54100942,0.46706067,0.56956639,0.46935518,0.57827941,0.46328163,0.55580552,0.36643709,0.56661175,0.51109832,0.57617257,0.66148618,0.21840638,0.55143170,0.41506323,0.38180396,0.32888813,-1,1,-1,-1
